W_REGN,W_PROV,FSIZE,TOINC,TOTEX,COFFEE,FOOD_OUTSIDE,COCOA,SEQ_NO
13,75,1,47304.29,36316.62955391175,456.6927309240058,2921.78812693322,45.66927309240058,76
13,75,6,333259.41,268187.8814173761,4590.337883557173,17502.676554878017,459.0337883557173,77
13,39,5,193092.02,152764.4904334868,2765.451369886922,10920.446856169196,276.5451369886922,78
13,74,6,445735.37,350868.7041064842,7056.245058624445,25426.177561717548,705.6245058624445,79
13,39,6,303051.11,222125.38724501923,4884.203641359804,12447.407606337852,488.42036413598044,80
13,76,2,392000.74,363905.09167514974,6026.923001256421,24735.846932008462,602.6923001256422,81
13,75,2,173355.74,122638.63763135792,3188.5268633402316,9913.751226142847,318.8526863340232,82
13,74,3,136304.8,110406.96050991965,1182.3041586183235,4642.460323853714,118.23041586183236,83
13,39,6,457810.04,432667.2834239244,6893.437678191387,23411.72682780929,689.3437678191387,84
13,74,4,376262.65,325441.22437259863,5289.442269892469,17974.014131410644,528.9442269892469,85
13,74,3,306609.01,241869.33493766087,5591.317091334595,18134.383314894178,559.1317091334595,86
13,75,3,306344.68,225630.3304395198,4467.133256321747,14180.233688863966,446.7133256321747,87
13,75,3,345371.72,324983.7889181895,5551.392089059663,16838.14605241118,555.1392089059663,88
13,76,4,123580.07,86938.15789483229,2352.340513334393,6654.063679997257,235.2340513334393,89
13,74,2,511621.7,445288.3568089916,7487.653672598216,23904.777511351862,748.7653672598217,90
13,39,4,244645.76,225082.5071515551,4134.503901747922,9133.464011937263,413.45039017479223,91
13,75,4,248867.87,175772.9183815364,4254.183743381071,10777.88172549726,425.41837433810707,92
13,75,6,208799.68,184013.84589153502,3526.8906325351763,10727.71075425713,352.68906325351765,93
13,74,2,60977.96,57911.34426307019,653.5895511952126,3613.672534702999,65.35895511952127,94
13,75,1,378934.35,325849.67076530936,4968.687576299537,20571.458778142845,496.86875762995373,95
13,74,5,147409.1,118468.23262263558,3280.344125502435,9470.115800293166,328.03441255024353,96
13,74,5,286311.3,263005.61166995805,4149.289663145898,15116.858542287204,414.92896631458984,97
13,74,6,164041.21,137555.90553501403,2962.791230285924,9795.347515424866,296.27912302859244,98
13,39,6,218356.55,193760.91443353245,3043.0132982107334,11965.930483833436,304.30132982107335,99
13,39,1,211188.88,178865.3127424198,4216.741749204232,8356.909873340144,421.67417492042324,100
13,39,3,161780.36,114794.93868187342,2177.5570768165335,8851.780980356267,217.75570768165335,101
13,75,3,234324.57,176513.47592721827,3565.1575726703286,11739.973720981436,356.5157572670329,102
13,74,7,201079.17,144714.8475208723,4177.196070040838,8924.298201051333,417.71960700408385,103
13,74,6,143734.21,104447.61731070506,1356.852556041475,7211.101799800993,135.6852556041475,104
13,76,3,542380.17,381755.0275578081,8738.796318853481,33257.34047285511,873.8796318853482,105
13,74,4,165899.22,133597.18937744107,2475.8492880616486,7891.268866852792,247.58492880616487,106
13,74,1,375962.39,279965.2466129239,5993.264873914109,20781.70627630172,599.3264873914109,107
13,75,4,400689.93,366200.19572449324,5836.347639726246,20716.864703441428,583.6347639726246,108
13,74,4,467128.35,414580.79433735786,7824.9426815530605,25104.797388423813,782.4942681553061,109
13,39,1,193437.41,163124.65533717323,2495.6025935269395,12184.845875266425,249.56025935269395,110
13,74,2,238173.88,195839.74380623092,3591.191832814843,11117.144900416391,359.1191832814843,111
13,39,6,242630.51,185361.74168898893,4107.169956411474,11242.105202361088,410.71699564114743,112
13,76,4,368180.54,301443.34979491093,5112.501061050048,24404.372174886765,511.25010610500476,113
13,76,2,232019.34,199607.93634368462,3543.9864087771007,12382.038429551427,354.3986408777101,114
13,75,7,353305.33,316405.1373964831,4787.00883724169,17468.66064620704,478.70088372416905,115
13,76,5,230158.81,165811.12879216226,3251.4258866129044,12834.751340520885,325.14258866129046,116
13,76,4,524561.37,460101.2609312473,9180.69560182422,29492.198033882385,918.069560182422,117
13,39,6,266453.26,235992.98124061068,4667.562035595128,14318.523791711263,466.7562035595128,118
13,76,7,247890.65,208164.4505547983,4051.445684870765,14338.34940556072,405.1445684870765,119
13,74,3,328964.35,247900.8887267566,5119.0836596306535,14593.312552150337,511.90836596306536,120
13,76,5,715903.15,597633.1911558855,9955.661080714242,44804.56517534154,995.5661080714243,121
13,76,6,186631.03,154096.8034698049,2706.0375460009254,8548.919993803625,270.60375460009254,122
13,74,2,500646.23,409992.9775822465,7970.841644325494,24736.803975729134,797.0841644325494,123
13,39,5,164299.83,133930.64595061817,2243.37852069199,9995.639875132432,224.33785206919902,124
13,74,2,275487.49,200474.00727136983,4312.593850867773,15604.449046641545,431.2593850867773,125
13,74,3,166563.95,124210.58867578946,1996.760130747193,9183.249512241777,199.67601307471932,126
13,76,1,214746.34,155547.8654398705,2677.295563793337,11124.625084663683,267.7295563793337,127
13,76,2,178594.36,135842.34511163848,3819.529445700649,11036.75037678171,381.9529445700649,128
13,39,3,407962.5,312445.91174369055,7183.999451255249,21109.3932152701,718.3999451255249,129
13,74,3,199118.12,151582.44519946887,2944.0034918375163,9072.218256166168,294.40034918375164,130
13,74,6,368842.21,277639.4329157047,5143.566681878853,19195.29971900092,514.3566681878854,131
13,74,1,195614.78,172895.20140866423,2463.1176604140865,6825.244547626709,246.31176604140865,132
13,39,5,267447.08,241943.68747788743,4212.516861345981,9865.546930135604,421.2516861345981,133
13,74,6,643423.93,503014.225416586,10618.708467821807,30886.787960522524,1061.8708467821807,134
13,76,6,171562.9,133181.22938279246,2224.0386033056675,11679.985031082211,222.40386033056677,135
13,74,3,173526.05,158083.6349311928,2702.467164960942,10396.756451398167,270.24671649609417,136
13,74,4,231486.06,198147.66343411032,3546.656425856883,9015.898619481744,354.6656425856883,137
13,75,5,265521.51,205343.60377246523,4815.6598594241095,16211.830054461994,481.565985942411,138
13,74,4,389446.78,342091.24837906554,5982.0346417255805,19652.311021048718,598.203464172558,139
13,76,4,275347.97,216464.31169357442,3432.170065005987,13423.813691373934,343.2170065005987,140
13,76,4,310866.32,263191.52032647264,5039.2805476932635,19259.126011254204,503.92805476932637,141
13,74,4,134242.55,127283.21585058472,2099.13712420577,9256.617273440306,209.91371242057699,142
13,74,5,321560.54,249337.59053885753,4389.8363970770015,15108.517289006186,438.98363970770015,143
13,74,2,326759.77,304746.45449261874,5431.431278246626,18292.155826723993,543.1431278246627,144
13,74,3,401498.92,313234.6435076747,5866.058142276662,22959.685479185115,586.6058142276662,145
13,39,2,220353.61,184011.05843599877,3472.0289279345216,11098.702148465516,347.2028927934522,146
13,75,1,267255.26,217811.95382126916,4081.0718984374976,11872.357273904152,408.1071898437498,147
13,74,8,409959.67,367237.7279339661,6000.087668466342,22838.670568386256,600.0087668466342,148
13,39,1,142175.12,101694.04946999413,1726.8009368344124,9442.360735401897,172.68009368344124,149
13,74,10,91401.03,78310.62713196226,1650.7977514449694,2053.2891414680475,165.07977514449695,150
13,76,5,137947.8,122796.54287641062,1459.1110395309556,8073.369788645687,145.91110395309556,151
13,74,6,182847.56,149575.92551044576,3206.929052634856,10584.022955767188,320.6929052634856,152
13,39,3,510652.02,370898.38455489883,7232.828948347595,27084.92783605001,723.2828948347595,153
13,74,6,906685.79,690170.3597618596,13017.863324601645,44755.901130393344,1301.7863324601647,154
13,76,4,155489.62,135263.23363787067,3033.516726207063,7412.122971622646,303.3516726207063,155
13,74,3,255118.79,235693.878577401,3873.755689719564,15897.296273005788,387.37556897195645,156
13,75,1,195611.4,157545.84246685382,1982.0741781558772,9959.315532441387,198.20741781558775,157
13,75,5,358153.54,300885.8665554707,5365.909271009233,17550.39154274094,536.5909271009233,158
13,74,8,317406.13,240306.99366434527,5066.739561606316,14693.837427779847,506.67395616063163,159
13,75,2,158585.57,127352.66984203157,2698.0913113191227,7526.248992516577,269.8091311319123,160
13,74,3,184852.53,144960.88301114723,2385.898071352837,6093.345264228845,238.58980713528373,161
13,75,6,246270.96,212748.89850086826,3378.0262090685555,14311.534681367677,337.80262090685557,162
13,75,1,561379.14,531162.7606625688,8502.271117560209,27527.214051865183,850.2271117560209,163
13,74,5,181266.86,163743.0427421515,3238.2640770548783,4861.922127855406,323.82640770548784,164
13,39,5,105787.16,79133.14842297998,929.2228307900284,3319.674860999273,92.92228307900285,165
13,76,7,586432.93,495195.48851779144,8167.444489110409,37101.10656005241,816.744448911041,166
13,74,5,361629.65,259144.86630817255,6109.845490792506,17796.97542369704,610.9845490792507,167
13,39,1,133554.91,101732.63090571859,2612.145696242942,5100.173678138317,261.2145696242942,168
13,39,4,322483.0,239622.41820724573,4366.070957660577,16388.932631139738,436.6070957660577,169
13,74,6,436699.42,342322.72941768536,6356.744303536263,21237.57196461906,635.6744303536263,170
13,75,1,283863.09,246876.72069701372,5311.902398684804,14414.108531527412,531.1902398684805,171
13,39,1,607766.55,501315.22332889907,9556.587728226772,31027.483822684288,955.6587728226773,172
13,74,2,374443.76,349441.1447473173,5591.980207205397,17089.48292816816,559.1980207205397,173
13,74,6,322319.09,242766.61611463176,5406.053015244615,14963.821598227218,540.6053015244615,174
13,75,4,303255.34,239890.8301195871,4307.588297707856,13693.94175246808,430.75882977078567,175
13,39,5,291133.33,227801.10077266808,4445.879396039415,13146.794588306379,444.58793960394155,176
13,75,8,454448.92,344922.5977441935,6661.778256278538,21466.48935953398,666.1778256278538,177
13,74,5,245303.31,232619.3362654784,4033.3639176514016,11684.465430027643,403.3363917651402,178
13,76,6,474359.12,377972.37624447176,7466.447476369136,27245.892539269378,746.6447476369136,179
13,39,3,323567.35,302576.64461786416,4965.077261996528,16498.14381038307,496.50772619965284,180
13,74,3,285882.86,228025.42036480692,4540.290737321712,13666.868653640528,454.02907373217124,181
13,39,4,223055.8,167520.01816871026,3914.211436383008,9739.643051624495,391.4211436383008,182
13,76,4,224310.68,163702.28927393592,3597.7930586554558,9607.582646802959,359.7793058655456,183
13,76,5,324945.16,296964.39167413133,4986.952638889131,17690.468360754,498.69526388891313,184
13,74,4,492801.66,348915.60462828237,7605.3826277309945,23911.02737737651,760.5382627730995,185
13,75,5,363174.79,341783.30352431367,6053.739282926152,20073.92762903033,605.3739282926152,186
13,76,3,174785.85,140623.57160361676,2159.719786686196,10347.234466478998,215.9719786686196,187
13,74,1,102810.58,78325.58112802659,1750.0545654527086,2113.8798402542966,175.00545654527087,188
13,74,3,418258.49,357343.9647291844,5330.386651110187,21108.874934128184,533.0386651110188,189
13,74,3,1342146.78,984099.9320032758,19990.763589670532,66202.2872880856,1999.0763589670532,190
13,39,3,227403.96,163284.31928136514,4353.574206002901,12512.149582691032,435.3574206002901,191
13,76,6,203176.84,184270.38941139844,2652.4604903988425,9265.730536502455,265.24604903988427,192
13,76,7,439026.79,353929.21474764263,5769.672070011157,28763.961337398898,576.9672070011158,193
13,75,5,160086.59,132802.02840739104,1928.4393627668737,8898.3460393823,192.84393627668737,194
13,74,4,658499.48,490038.19349057635,10233.759099705145,32507.30694697741,1023.3759099705145,195
13,74,2,343652.45,245833.8630302707,5089.04916152275,14094.932095504942,508.90491615227506,196
13,75,1,264086.73,209141.9100610181,3458.1338460659504,10282.462238759388,345.81338460659504,197
13,76,4,168641.57,139388.42366274862,3133.5250653450457,11489.248477562582,313.3525065345046,198
13,76,3,455541.18,406050.11817461264,7046.75026010029,28938.85462940581,704.675026010029,199
13,75,5,205557.61,169639.0899135303,2505.060025065808,12361.064336855812,250.5060025065808,200
13,75,3,410663.25,367800.99375767505,6049.123007812823,23867.70293666246,604.9123007812823,201
13,39,4,340937.21,248494.87946117632,6180.380915851656,18545.161347716086,618.0380915851656,202
13,39,6,582366.04,416968.6645656647,8580.683175284177,29933.294061598906,858.0683175284178,203
13,76,3,295193.58,218359.19018193928,3580.8832273452804,22488.533936319738,358.08832273452805,204
13,75,3,1740719.03,1554467.371166496,20000.0,85945.03198942194,2000.0,205
13,39,4,374363.65,333120.9641930297,5806.76681201453,18516.80430705898,580.676681201453,206
13,39,5,292951.4,215419.4540615797,5060.598597861392,11565.037750871015,506.0598597861392,207
13,75,5,212473.59,150377.58086695123,2991.192356839282,11872.642423191746,299.11923568392825,208
13,39,4,454068.03,395638.7756926109,7031.863051583011,22296.49733615866,703.1863051583011,209
13,39,8,215353.28,196794.23033640604,3353.57125186146,9527.344215770208,335.35712518614605,210
13,74,6,168632.63,149834.6319992803,2526.321838071171,7232.829646956672,252.63218380711712,211
13,75,4,202559.55,152061.4025634622,3200.22367219505,8538.003576580833,320.022367219505,212
13,75,3,239116.85,202278.9801789115,3887.7385004939274,11617.97388255518,388.77385004939276,213
13,74,3,1034956.97,920430.1118501191,15799.513984712568,48864.18769570901,1579.9513984712569,214
13,75,4,319810.47,244321.50356016992,5256.172974363781,13287.00885194346,525.6172974363781,215
13,74,4,180483.88,150149.99044696704,1567.4955476696887,6809.880166316756,156.74955476696888,216
13,74,3,515697.78,401530.0790567941,6987.713144679751,24544.674333768446,698.7713144679751,217
13,75,4,300470.71,227274.19845069907,4613.73929324864,14095.600509590935,461.37392932486404,218
13,75,3,583534.04,549920.922247869,8810.941860644984,25078.967274647897,881.0941860644984,219
13,76,5,844968.54,784253.7396746197,12166.16255426559,49667.796995100056,1216.616255426559,220
13,75,2,109638.46,88962.50292330385,1477.1368823677046,3799.4067958430487,147.71368823677048,221
13,74,6,64533.7,47380.28858982108,554.7594637857177,4792.214379841472,55.47594637857177,222
13,39,5,886362.57,781751.2460232648,13589.284483426412,42518.15798124056,1358.9284483426413,223
13,74,1,177656.39,135716.20792437496,2219.046162398996,10890.769500901584,221.9046162398996,224
13,74,5,96847.62,71873.47110576039,1560.0629248519363,8326.147030051372,156.00629248519363,225
13,74,4,195845.67,155772.17052584418,3450.228704286832,12125.919019850808,345.02287042868323,226
13,76,1,150156.52,124999.66486678539,1816.8739647331865,7045.901668929409,181.68739647331867,227
13,74,5,168803.33,122274.39403749607,1861.7824762481537,9479.068665940371,186.17824762481538,228
13,76,4,448402.29,377974.7099535956,6345.386398510985,24975.059822056322,634.5386398510985,229
13,75,6,216287.06,152230.8557132964,2809.2952412516433,9163.338736747783,280.92952412516433,230
13,75,1,101648.52,93818.2565107694,1544.8923238657492,3565.6702285791116,154.48923238657494,231
13,74,2,273627.8,254524.59070141494,3253.741072698744,13953.672294316346,325.37410726987446,232
13,74,2,161024.05,142227.34122187775,3218.402783821997,6303.336105716338,321.84027838219976,233
13,74,3,231050.45,188684.42769957441,2837.618267491392,11629.873498997744,283.76182674913923,234
13,39,3,239123.94,182624.70812710124,2912.2757549246144,14481.134970522566,291.2275754924614,235
13,75,1,445650.09,394858.4680489055,6715.438188839725,20078.9153638125,671.5438188839726,236
13,74,3,198147.55,184861.61816591414,2910.724959505264,6691.042047478348,291.0724959505264,237
13,39,3,407856.24,301664.10819818475,6803.48545296696,19112.534823411337,680.3485452966961,238
13,75,3,103045.98,84132.45684818269,1408.78828263326,8008.274840596876,140.878828263326,239
13,39,2,460127.45,358354.34816800995,6759.4013203876075,24383.517035596768,675.9401320387608,240
13,76,3,584994.78,461669.3670999296,9098.746013521823,33390.59555470962,909.8746013521823,241
13,76,6,233715.29,187308.65238291144,3979.467382284489,11932.007466585685,397.9467382284489,242
13,76,2,164200.88,154012.0653316392,1490.6283015748127,10499.375777653195,149.06283015748127,243
13,74,4,140566.99,107485.85504733566,2141.2386159198604,7223.557873786288,214.12386159198604,244
13,39,4,264265.03,217534.7698495802,5041.512383382819,14458.800425938562,504.1512383382819,245
13,76,3,556622.83,522040.89329648257,8037.664101842496,31086.883817260798,803.7664101842497,246
13,74,4,207841.93,170225.4967131933,3192.7303846500126,10224.474592227674,319.27303846500126,247
13,76,3,522753.52,478789.8864886892,8351.160207484043,33157.153560943596,835.1160207484044,248
13,76,3,134479.86,96111.57165604882,2260.3254371925373,10326.052757194331,226.03254371925374,249
13,76,6,217308.71,203891.54970675148,2734.2140625272204,10560.978558819033,273.4214062527221,250
13,74,7,261409.23,195242.05418627418,3887.4347271756274,12899.770224884269,388.7434727175628,251
13,74,6,305540.29,288730.61167323915,3963.1551992294876,14705.069296157091,396.3155199229488,252
13,76,2,219771.56,163486.79239444522,2762.1532435795866,11512.685118830826,276.21532435795865,253
13,74,1,566927.09,459829.7364196241,9058.334799102307,26875.44439027487,905.8334799102308,254
13,39,5,572292.94,444759.5316771641,9012.492184705705,29748.688479581826,901.2492184705706,255
13,74,2,241616.67,195300.65232608808,4517.207575287025,10548.89550629674,451.7207575287025,256
13,76,5,196359.41,149749.8095305449,3407.275405849355,11535.089691469744,340.7275405849355,257
13,75,3,187165.95,176184.80263714035,2736.4926832496653,10331.753272086054,273.64926832496656,258
13,74,5,499136.54,387545.2056854495,6979.963981928492,28461.711331117694,697.9963981928493,259
13,39,5,180050.14,155440.65784391275,3399.374340779028,9601.232678833176,339.9374340779028,260
13,75,5,111654.66,81994.92517975156,1987.762241088465,7024.3381050006665,198.77622410884652,261
13,76,6,122113.35,110646.52436827339,2231.6010059157807,7852.702518788014,223.16010059157807,262
13,39,6,400386.44,334573.71404337377,6292.438531422881,19608.13373180033,629.2438531422881,263
13,74,5,118276.98,111755.36842056697,2367.310474125808,5466.963499194025,236.7310474125808,264
13,76,5,211218.26,170210.3518799252,2406.4020589463553,12440.512168233312,240.64020589463553,265
13,75,2,285299.61,213650.0276265425,3672.5516717758214,9985.85075857789,367.25516717758217,266
13,75,4,97805.58,76924.55323283628,1031.1831197908691,4236.2239285444675,103.11831197908691,267
13,75,4,299348.45,264696.2929718495,4672.276788053007,15843.993509207818,467.22767880530074,268
13,74,2,220854.37,190989.69786435898,3084.173221700152,9568.781849086805,308.41732217001527,269
13,74,3,85444.02,76437.09686585926,1845.7768971867058,7177.818525397137,184.5776897186706,270
13,76,3,301684.0,216720.00290833364,4516.935651744371,18351.430683275506,451.69356517443714,271
13,76,4,340265.2,287555.4643541122,6263.340413739554,20153.559325667466,626.3340413739554,272
13,76,4,299780.57,279707.91333452234,5353.554259321628,19658.561806957616,535.3554259321628,273
13,76,2,363155.68,264005.2747356593,5516.912486267028,22917.48628453299,551.6912486267028,274
13,74,6,313285.62,226688.40401910327,4020.1778873961707,17929.92096538851,402.0177887396171,275
13,74,4,415854.73,365599.13963102095,6582.336538139131,23447.933430802826,658.2336538139132,276
13,75,4,152128.78,118477.22662124557,1725.286043756074,10537.05092402,172.52860437560742,277
13,75,4,116064.8,100354.82608367414,1253.7215924317659,6716.953625377614,125.3721592431766,278
13,75,6,133680.38,111803.06823767176,1808.204448450824,4610.105038507492,180.82044484508242,279
13,75,5,164835.78,156019.81268986294,2266.0623186225835,7765.124448638155,226.60623186225837,280
13,76,3,902725.4,832551.2324045389,13817.19542546176,57441.51992469039,1381.719542546176,281
13,74,5,165712.99,144090.46001755202,2649.387945251517,8804.428446794765,264.9387945251517,282
13,74,5,196209.34,150182.28942061146,2438.532847059161,8942.10747191044,243.85328470591614,283
13,39,5,233144.52,178466.77718716333,3349.3123266697144,10567.439559255294,334.9312326669715,284
13,74,4,216631.1,199422.13124635787,2569.565691375419,8676.65509927309,256.9565691375419,285
13,39,6,797411.42,674877.4065113909,12162.100219317845,41709.24197450088,1216.2100219317845,286
13,74,2,95285.89,85501.97726590514,499.20077311910507,3860.9091793529174,49.92007731191051,287
13,74,9,995721.66,808990.0456268588,14818.455991493061,47820.479121438075,1481.8455991493063,288
13,74,2,292674.55,212413.94255596222,4067.11369591367,12893.965157293482,406.71136959136703,289
13,74,2,477773.18,374178.3927740208,7439.336342319732,18670.125598217463,743.9336342319732,290
13,39,2,271636.87,201089.3246848782,3670.0753360860526,14994.081538117793,367.0075336086053,291
13,39,3,437644.17,391892.0625058253,6139.67175912369,21407.432452307563,613.967175912369,292
13,76,6,152266.0,133252.2396542816,2482.20321089215,6678.5686028707605,248.220321089215,293
13,74,2,119016.37,85942.10527092907,2010.0427877741326,8725.12034494607,201.00427877741328,294
13,39,4,1271709.49,1087752.0701382281,18552.45382036202,63678.50150839154,1855.2453820362023,295
13,74,3,845837.83,776930.7010906069,12981.949134428669,37808.94061117322,1298.194913442867,296
13,75,9,142590.62,124672.83581173609,3367.2205885611693,8573.151751313242,336.722058856117,297
13,74,4,412473.93,341436.83585462556,5951.346334547468,18602.181557708584,595.1346334547469,298
13,75,1,537522.63,418174.23428019753,7448.603816639209,28067.006417350207,744.860381663921,299
13,39,4,398759.18,367565.91911138425,6009.110197602907,20948.191779478482,600.9110197602907,300
13,39,4,236807.64,190796.20458007327,2861.23983179476,12115.111985336103,286.123983179476,301
13,74,3,904103.92,826213.9162580499,13432.190349085604,42701.778217879284,1343.2190349085604,302
13,74,3,405387.05,363125.433641438,5828.283162658298,17804.092325663692,582.8283162658298,303
13,75,1,153776.85,139022.99790148748,2652.7887799624077,7591.040380833799,265.2788779962408,304
13,75,6,212748.97,201568.8797307361,2313.0744164320736,8754.69731865308,231.30744164320737,305
13,76,8,141211.47,125281.3516753599,1328.7405321754468,10911.34053867167,132.87405321754468,306
